url_pattern,view_symbol,urls_file,view_file,kind,decorators,drf_permission_classes,bases,roles_required,login_gated,role_gated,permission_gated,has_inline_auth_check,auth_mixin_gated,rbac_allow_reason,candidate_anonymous,unresolved,public_surface
onboarding/done/status/,owner_onboarding_provision_status,apps/accounts/urls.py,apps/accounts/views_owner_onboarding.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
onboarding/provision/progress/,owner_onboarding_provision_progress,apps/accounts/urls.py,apps/accounts/views_owner_onboarding.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
onboarding/provision/apply-fix/,owner_onboarding_provision_apply_fix,apps/accounts/urls.py,apps/accounts/views_owner_onboarding.py,func,login_required | require_http_methods(['POST']),,,,1,0,0,0,0,,0,0,0
guardian-setup/<uidb64>/<token>/,GuardianSetupView.as_view,apps/accounts/urls.py,,,,,,,1,0,0,0,0,token-authenticated one-time guardian set-password; must be anonymous-reachable,0,1,0
mfa/setup/,mfa_setup,apps/accounts/urls.py,apps/accounts/views_mfa.py,func,login_required,,,,1,0,0,0,0,,0,0,0
mfa/dismiss-banner/,dismiss_mfa_banner,apps/accounts/urls.py,apps/accounts/views_mfa.py,func,login_required,,,,1,0,0,0,0,,0,0,0
mfa/verify/,mfa_verify,apps/accounts/urls.py,apps/accounts/views_mfa.py,func,login_required,,,,1,0,0,0,0,,0,0,0
mfa/passkey/registration/options/,passkey_registration_options,apps/accounts/urls.py,apps/accounts/views_passkey.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
mfa/passkey/registration/verify/,passkey_registration_verify,apps/accounts/urls.py,apps/accounts/views_passkey.py,func,login_required | require_POST,,,,1,0,0,0,0,,0,0,0
mfa/passkey/authentication/options/,passkey_authentication_options,apps/accounts/urls.py,apps/accounts/views_passkey.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
mfa/passkey/authentication/verify/,passkey_authentication_verify,apps/accounts/urls.py,apps/accounts/views_passkey.py,func,login_required | require_POST,,,,1,0,0,0,0,,0,0,0
profile/security/strength/,api_security_strength,apps/accounts/urls.py,apps/accounts/views_security.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
profile/security/review/,security_posture_review,apps/accounts/urls.py,apps/accounts/views_security.py,func,login_required,,,,1,0,0,0,0,,0,0,0
profile/security/session-modal/ack/,security_posture_session_modal_ack,apps/accounts/urls.py,apps/accounts/views_security.py,func,login_required | require_POST,,,,1,0,0,0,0,,0,0,0
notifications/corner/snooze/,notification_corner_snooze,apps/accounts/urls.py,apps/accounts/views_security.py,func,login_required | require_POST,,,,1,0,0,0,0,,0,0,0
notifications/corner/dismiss/,notification_corner_dismiss,apps/accounts/urls.py,apps/accounts/views_security.py,func,login_required | require_POST,,,,1,0,0,0,0,,0,0,0
notifications/corner/mark-read/,notification_corner_mark_read,apps/accounts/urls.py,apps/accounts/views_security.py,func,login_required | require_POST,,,,1,0,0,0,0,,0,0,0
web-push/vapid-public-key/,web_push_vapid_public_key,apps/accounts/urls.py,apps/accounts/views_web_push.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
web-push/subscribe/,web_push_subscribe,apps/accounts/urls.py,apps/accounts/views_web_push.py,func,login_required | require_POST,,,,1,0,0,0,0,,0,0,0
web-push/unsubscribe/,web_push_unsubscribe,apps/accounts/urls.py,apps/accounts/views_web_push.py,func,login_required | require_POST,,,,1,0,0,0,0,,0,0,0
web-push/nudge-portal-ready/,web_push_nudge_portal_ready,apps/accounts/urls.py,apps/accounts/views_web_push.py,func,login_required | require_POST,,,,1,0,0,0,0,,0,0,0
profile/security/activity/,api_security_activity,apps/accounts/urls.py,apps/accounts/views_security.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
profile/security/export/,api_security_export_log,apps/accounts/urls.py,apps/accounts/views_security.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
profile/security/lockdown/,api_security_lockdown,apps/accounts/urls.py,apps/accounts/views_security.py,func,login_required | require_POST,,,,1,0,0,0,0,,0,0,0
profile/security/sessions/,sessions_page,apps/accounts/urls.py,apps/accounts/views_security.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
profile/security/sessions/<str:session_key>/revoke/,sessions_revoke,apps/accounts/urls.py,apps/accounts/views_security.py,func,login_required | require_POST,,,,1,0,0,0,0,,0,0,0
oidc/start/<str:integration_ref>/,oidc_start,apps/accounts/urls.py,apps/accounts/views_oidc.py,func,require_GET,,,,1,0,0,0,0,pre-auth OIDC kickoff (user not logged in yet),0,0,0
oidc/callback/<int:integration_id>/,oidc_callback,apps/accounts/urls.py,apps/accounts/views_oidc.py,func,require_GET,,,,1,0,0,0,0,pre-auth OIDC callback (state-token auth),0,0,0
oidc/logout/<int:integration_id>/,oidc_logout,apps/accounts/urls.py,apps/accounts/views_oidc.py,func,require_GET,,,,1,0,0,0,0,post-logout OIDC redirect,0,0,0
saml/start/<str:integration_ref>/,saml_start,apps/accounts/urls.py,apps/accounts/views_saml.py,func,require_GET,,,,1,0,0,0,0,pre-auth SAML kickoff (user not logged in yet),0,0,0
saml/acs/<int:integration_id>/,saml_acs,apps/accounts/urls.py,apps/accounts/views_saml.py,func,csrf_exempt | require_http_methods(['POST']),,,,1,0,0,0,0,pre-auth SAML assertion-consumer (signature-verified by view),0,0,0
saml/metadata/<int:integration_id>/,saml_metadata,apps/accounts/urls.py,apps/accounts/views_saml.py,func,require_GET,,,,1,0,0,0,0,SAML metadata XML must be publicly fetchable,0,0,0
backend/students/,backend_student_list,apps/accounts/urls.py,apps/people/views_backend.py,func,login_required | permission_required('people.view_studentprofile'),,,,1,0,1,0,0,,0,0,0
backend/students/bulk/status/,backend_student_bulk_status,apps/accounts/urls.py,apps/people/views_backend_bulk.py,func,require_http_methods(['POST']) | login_required | permission_required('people.change_studentprofile'),,,,1,0,1,0,0,,0,0,0
backend/alumni/,alumni_list,apps/accounts/urls.py,apps/people/views_backend.py,func,login_required | permission_required('people.view_studentprofile'),,,,1,0,1,0,0,,0,0,0
backend/students/create/,backend_student_create,apps/accounts/urls.py,apps/people/views_backend.py,func,login_required | permission_required('people.add_studentprofile'),,,,1,0,1,0,0,,0,0,0
backend/students/<int:student_id>/,backend_student_detail,apps/accounts/urls.py,apps/people/views_backend.py,func,login_required | permission_required('people.view_studentprofile') | audit_pii_view,,,,1,0,1,0,0,,0,0,0
backend/teachers/,backend_teacher_list,apps/accounts/urls.py,apps/people/views_backend.py,func,login_required | permission_required('people.view_teacherprofile'),,,,1,0,1,0,0,,0,0,0
backend/teachers/create/,backend_teacher_create,apps/accounts/urls.py,apps/people/views_backend.py,func,login_required | permission_required('people.add_teacherprofile'),,,,1,0,1,0,0,,0,0,0
backend/teachers/<int:teacher_id>/,backend_teacher_detail,apps/accounts/urls.py,apps/people/views_backend.py,func,login_required | permission_required('people.view_teacherprofile') | audit_pii_view,,,,1,0,1,0,0,,0,0,0
backend/guardians/,backend_guardian_list,apps/accounts/urls.py,apps/people/views_backend.py,func,login_required | permission_required('people.view_studentguardian'),,,,1,0,1,0,0,,0,0,0
backend/applicants/,backend_applicant_list,apps/accounts/urls.py,apps/people/views_backend.py,func,login_required | permission_required('people.view_applicant'),,,,1,0,1,0,0,,0,0,0
backend/applicants/create/,backend_applicant_create,apps/accounts/urls.py,apps/people/views_backend.py,func,login_required | permission_required('people.add_applicant'),,,,1,0,1,0,0,,0,0,0
backend/applicants/<int:applicant_id>/,backend_applicant_detail,apps/accounts/urls.py,apps/people/views_backend.py,func,login_required | permission_required('people.view_applicant') | audit_pii_view,,,,1,0,1,0,0,,0,0,0
backend/applicants/<int:applicant_id>/advance-stage/,backend_applicant_advance_stage,apps/accounts/urls.py,apps/people/views_backend.py,func,login_required | permission_required('people.change_applicant'),,,,1,0,1,0,0,,0,0,0
backend/applicants/<int:applicant_id>/enroll/,backend_applicant_enroll,apps/accounts/urls.py,apps/people/views_backend.py,func,login_required | permission_required('people.add_studentprofile'),,,,1,0,1,0,0,,0,0,0
backend/classrooms/,backend_classroom_list,apps/accounts/urls.py,apps/people/views_backend.py,func,login_required | permission_required('academics.view_classroom'),,,,1,0,1,0,0,,0,0,0
backend/classrooms/create/,backend_classroom_create,apps/accounts/urls.py,apps/people/views_backend.py,func,login_required | permission_required('academics.add_classroom'),,,,1,0,1,0,0,,0,0,0
backend/classrooms/<int:classroom_id>/,backend_classroom_detail,apps/accounts/urls.py,apps/people/views_backend.py,func,login_required | permission_required('academics.view_classroom'),,,,1,0,1,0,0,,0,0,0
,backend_dashboard,apps/accounts/urls_backend.py,apps/accounts/views.py,func,permission_required('settings.manage') | user_passes_test(_is_admin_user),,,,1,0,1,0,0,,0,0,0
rbac/,rbac_dashboard,apps/accounts/urls_backend.py,apps/accounts/views.py,func,login_required | require_school | permission_required('settings.manage') | user_passes_test(_is_admin_user) | rbac_dashboard_pdp,,,,1,0,1,0,0,,0,0,0
governed/query-builder/,governed_report_builder,apps/analytics/urls.py,apps/analytics/views_governed.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
governed/report-builder/,governed_report_builder,apps/analytics/urls.py,apps/analytics/views_governed.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
governed/query/preview/,governed_query_preview,apps/analytics/urls.py,apps/analytics/views_governed.py,func,login_required | require_POST,,,,1,0,0,0,0,,0,0,0
governed/export.csv,governed_query_export_csv,apps/analytics/urls.py,apps/analytics/views_governed.py,func,login_required | require_POST,,,,1,0,0,0,0,,0,0,0
governed/export.json,governed_query_export_json,apps/analytics/urls.py,apps/analytics/views_governed.py,func,login_required | require_POST,,,,1,0,0,0,0,,0,0,0
governed/saved-reports/,governed_saved_reports_list,apps/analytics/urls.py,apps/analytics/views_governed.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
governed/saved/,governed_saved_reports_list,apps/analytics/urls.py,apps/analytics/views_governed.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
governed/saved/new/,governed_saved_report_save,apps/analytics/urls.py,apps/analytics/views_governed.py,func,login_required | require_POST,,,,1,0,0,0,0,,0,0,0
governed/saved/<int:report_id>/,governed_saved_report_detail,apps/analytics/urls.py,apps/analytics/views_governed.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
governed/saved/<int:report_id>/run/,governed_saved_report_run,apps/analytics/urls.py,apps/analytics/views_governed.py,func,login_required | require_POST,,,,1,0,0,0,0,,0,0,0
governed/events/,event_analytics_dashboard,apps/analytics/urls.py,apps/analytics/views_governed.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
governed/events/bundle.json,event_analytics_bundle_api,apps/analytics/urls.py,apps/analytics/views_governed.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
governed/intent/,governed_intent_assistant,apps/analytics/urls.py,apps/analytics/views_governed.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
governed/intent/preview/,governed_intent_preview,apps/analytics/urls.py,apps/analytics/views_governed.py,func,login_required | require_POST,,,,1,0,0,0,0,,0,0,0
governed/intent/execute/,governed_intent_execute,apps/analytics/urls.py,apps/analytics/views_governed.py,func,login_required | require_POST,,,,1,0,0,0,0,,0,0,0
decision-intelligence/,decision_intelligence_dashboard,apps/analytics/urls.py,apps/analytics/views_governed.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
decision/school-health/,decision_school_health_dashboard,apps/analytics/urls.py,apps/analytics/views_governed.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
decision/revenue/,decision_revenue_dashboard,apps/analytics/urls.py,apps/analytics/views_governed.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
decision/engagement/,decision_engagement_dashboard,apps/analytics/urls.py,apps/analytics/views_governed.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
decision/risk/,decision_risk_dashboard,apps/analytics/urls.py,apps/analytics/views_governed.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
decision/founder/,decision_founder_dashboard,apps/analytics/urls.py,apps/analytics/views_governed.py,func,login_required | require_GET,,,,1,0,0,0,0,,0,0,0
,dashboard,apps/analytics/urls.py,apps/payroll/views.py,func,"require_permission('payroll.view', 'payroll.manage')",,,,1,0,1,0,0,,0,0,0
master-sheet/,master_sheet,apps/analytics/urls.py,apps/analytics/views.py,func,require_permission('analytics.manage'),,,,1,0,1,0,0,,0,0,0
deadlines/,grading_deadlines,apps/analytics/urls.py,apps/analytics/views.py,func,require_permission('grades.manage'),,,,1,0,1,0,0,,0,0,0
strategic/,strategic_report,apps/analytics/urls.py,apps/analytics/views.py,func,login_required,,,,1,0,0,0,0,,0,0,0
api/forecaster/,forecaster_api,apps/analytics/urls.py,apps/analytics/views.py,func,login_required,,,,1,0,0,0,0,,0,0,0
at-risk/,at_risk_dashboard,apps/analytics/urls.py,apps/analytics/views.py,func,login_required,,,,1,0,0,0,0,,0,0,0
at-risk/intervention/,at_risk_intervention_action,apps/analytics/urls.py,apps/analytics/views.py,func,login_required | require_POST,,,,1,0,0,0,0,,0,0,0
executive/,executive_dashboard,apps/analytics/urls.py,apps/analytics/views.py,func,login_required,,,,1,0,0,0,0,,0,0,0
config/,SchoolConfigAPI.as_view,apps/api/urls.py,apps/schools/api_views.py,class,,AllowAny,APIView,,0,0,0,0,0,,0,0,0
benchmark/comparison/,BenchmarkComparisonAPI.as_view,apps/api/urls.py,apps/analytics/benchmark_views.py,class,,IsAuthenticated,APIView,,1,0,0,0,0,,0,0,0
learning/pack-install/,LearningPackInstallView.as_view,apps/api/urls.py,apps/api/learning_institution_api.py,class,csrf_exempt,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
learning/pack-rollback/,LearningPackRollbackView.as_view,apps/api/urls.py,apps/api/learning_institution_api.py,class,csrf_exempt,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
learning/institution-suggest/,InstitutionProfileSuggestView.as_view,apps/api/urls.py,apps/api/learning_institution_api.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
learning/ministry-pdf/,MinistryStubPdfView.as_view,apps/api/urls.py,apps/api/learning_institution_api.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
learning/statutory-extract/,StatutoryExtractJsonView.as_view,apps/api/urls.py,apps/api/learning_institution_api.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
learning/identity-graph-summary/,IdentityGraphSummaryView.as_view,apps/api/urls.py,apps/api/learning_institution_api.py,class,,,LoginRequiredMixin | View,,1,0,0,0,1,,0,0,0
internal/learning-wedge-benchmarks/,LearningWedgeBenchmarksView.as_view,apps/api/urls.py,apps/api/learning_institution_api.py,class,,,LoginRequiredMixin | UserPassesTestMixin | View,,1,0,0,0,1,,0,0,0
auth/profile/,ProfileView.as_view,apps/api/urls.py,apps/api/entity_api.py,class,extend_schema,IsAuthenticated,APIView,,1,0,0,0,0,,0,0,0
session/claims/,SessionClaimsView.as_view,apps/api/urls.py,apps/api/entity_api.py,class,extend_schema,IsAuthenticated,APIView,,1,0,0,0,0,,0,0,0
entities/teacher-roster/,TeacherRosterView.as_view,apps/api/urls.py,apps/api/entity_api.py,class,extend_schema,IsAuthenticated,APIView,,1,0,0,0,0,,0,0,0
dashboard/admin/,AdminDashboardOverviewAPI.as_view,apps/api/urls.py,apps/api/dashboard_api.py,class,login_required,,View,,1,0,0,0,0,,0,0,0
dashboard/teacher/,TeacherDashboardAPI.as_view,apps/api/urls.py,apps/api/dashboard_api.py,class,login_required,,View,,1,0,0,0,0,,0,0,0
dashboard/parent/,ParentDashboardAPI.as_view,apps/api/urls.py,apps/api/dashboard_api.py,class,login_required,,View,,1,0,0,0,0,,0,0,0
dashboard/student/,StudentDashboardAPI.as_view,apps/api/urls.py,apps/api/dashboard_api.py,class,login_required,,View,,1,0,0,0,0,,0,0,0
dashboard/financial/,FinancialDashboardAPI.as_view,apps/api/urls.py,apps/api/dashboard_api.py,class,login_required,,View,,1,0,0,0,0,,0,0,0
